Question_title,Question_body,Question_answer_count,Question_comment_count,Question_creation_date,Question_favorite_count,Question_last_edit_date,Question_score,Question_tags,Question_view_count,Owner_creation_date,Owner_last_access_date,Owner_location,Owner_reputation,Owner_up_votes,Owner_down_votes,Owner_views,Answer_body,Answer_comment_count,Answer_creation_date,Answer_last_edit_date,Answer_score,Question_valid_tags
How to install a python wheel file with optional/extra requirements?,"<p>Specifically I want to install a wheel file that has extras_require defined.<br />
I can install the package directly with <code>pip install mypackage[myextradependency]</code>.</p>
<p>But if I create a wheel file out of it, it does not allow me to do <code>pip install mypackage-1.0-py2.py3-none-any.whl[myextradependency]</code> and gives me a url syntax error. It seems like I am using the wrong syntax, but I was unable to find the correct syntax on the <a href=""https://pip.pypa.io/en/latest/user_guide/#installing-from-wheels"" rel=""nofollow noreferrer"">documentation</a>.</p>
<p>I am trying to install the wheel on a databricks job cluster started via Azure data factory. Therefor I do not have access to additional pip commands.</p>
<p>The exact error message is
<code>Could not parse URI. Please double check your input.</code></p>
<p>Thanks for your help</p>",3,1,2021-01-26 18:44:05.730000 UTC,,2021-01-27 15:12:00.820000 UTC,0,python|pip|azure-data-factory|azure-databricks|python-wheel,694,2013-03-18 14:32:08.630000 UTC,2022-03-02 20:30:27.630000 UTC,,468,91,1,54,,,,,,[]
How to Override parameters for CI/CD pipeline for azure daafactory For Databricks (Workspace Url and Cluster ID),"<p>I am doing CI/CD integration for one data factory to another I am Successfully able to Create the release and abe to copy from my Dev to UAT environment I am able to copy my pipelines Triggers and the Link Service
The problem I am facing In just copying Databricks Links Service</p>
<p>As we know we have to override the parameters of our environment, In Databricks Option comes only to override for an Access token.
And Databricks require three parameters workspace URL and ClusterID, As there is no option to override these two. My workspace URL and Cluster ID is in the production environment is copied of MY Dev environment. Although the Token is copied Successfully which results in the Unsuccessful Connection due to workspace URL NA clusterId.</p>
<p><a href=""https://i.stack.imgur.com/TM8Lk.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/TM8Lk.png"" alt=""enter image description here"" /></a></p>
<p>As you see inside of pic for data bricks three params are required
and Override Template parameter is giving for an only access token</p>",1,1,2020-10-13 10:37:00.100000 UTC,,2020-10-17 18:04:44.173000 UTC,0,azure|azure-data-factory|azure-databricks,361,2017-06-16 10:44:32.290000 UTC,2021-08-09 10:48:58.890000 UTC,"Indore, Madhya Pradesh, India",31,5,0,39,,,,,,[]
The spark driver has stopped unexpectedly and is restarting. Your notebook will be automatically reattached,"<p>I try to analyze a dataset of 500Mb in Databricks. These data are stored in Excel file. The first thing that I did was to install Spark Excel package <code>com.crealytics.spark.excel</code> from Maven (last version - 0.11.1).</p>

<p>These are the parameters of the cluster:</p>

<p><a href=""https://i.stack.imgur.com/0YZIa.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/0YZIa.png"" alt=""""></a></p>

<p>Then I executed the following code in Scala notebook:</p>

<pre><code>val df_spc = spark.read
          .format(""com.crealytics.spark.excel"")
          .option(""useHeader"", ""true"")
          .load(""dbfs:/FileStore/tables/test.xlsx"")
</code></pre>

<p>But I got error about the Java heap size and then I get another error ""java.io.IOException: GC overhead limit exceeded"". Then I executed this code again and got another error after 5 minutes running:</p>

<blockquote>
  <p>The spark driver has stopped unexpectedly and is restarting. Your
  notebook will be automatically reattached.</p>
</blockquote>

<p>I do not understand why it happens. In fact the data set is quite small for the distributed computing and the cluster size should be ok to process these data. What should I check to solve it?</p>",1,1,2019-06-16 12:39:14.033000 UTC,,2019-06-16 15:22:54.837000 UTC,5,excel|scala|apache-spark|azure-databricks,6338,2019-06-09 19:46:19.880000 UTC,2022-03-04 13:50:45.330000 UTC,,2243,194,7,327,,,,,,[]
"git garbage-size out of control, need understanding","<p>we are using git as our DVCS for a very large project (yes, I know git it's not always pointed at as the best for these situations), and there's something I don't quite understand about my repo. </p>

<p>This is my count-objects output:</p>

<pre><code>count: 53
size: 1.57 MiB
in-pack: 26444
packs: 2
size-pack: 42.49 GiB
prune-packable: 0
garbage: 8
size-garbage: 32.22 GiB
</code></pre>

<p>as you can see the size is less than 2Mb, the size-pack is 43Gb (what is this, exactly?), but the size-garbage is 32Gb! What is that? Can I remove it? How?</p>

<p>I tried many options found on the internet with very poor understanding of what they do on a separate repository with basically no gains or major changes. Like:</p>

<pre><code>git reflog expire --all --expire=now
git gc --prune=now --aggressive
git gc
git repack -a -d --depth=250 --window=250
</code></pre>",1,0,2015-06-23 10:09:45.727000 UTC,,2015-06-23 10:23:45.830000 UTC,0,git|garbage-collection|dvcs|unreal-engine4,1672,2012-06-11 13:42:34.280000 UTC,2020-10-04 13:16:52.683000 UTC,Torino,129,2,0,43,,,,,,[]
Get a secret from AWS secret manager using DefaultAWSCredentialsProviderChain,"<p>Is there a way to retrieve a secret from the AWS secret store using <strong>DefaultAWSCredentialsProviderChain</strong> java class?</p>

<p>If not please suggest a way to retrieve it? (I need this in the context of doing signature V4 signing the request to connect with AWS Neptune. For signature signing, I am using <a href=""https://github.com/aws/amazon-neptune-sparql-java-sigv4/blob/master/src/main/java/com/amazonaws/neptune/client/rdf4j/NeptuneRdf4JSigV4Example.java"" rel=""nofollow noreferrer"">this</a> example. But my secrets are in AWS secret manager, So How can I retrieve the secret from the secret store with <strong>DefaultAWSCredentialsProviderChain</strong>)</p>",2,1,2020-02-27 08:37:34.807000 UTC,,,0,amazon-web-services|aws-java-sdk|amazon-neptune,1039,2017-04-06 18:53:11.143000 UTC,2021-12-10 06:59:36.113000 UTC,"Gurgaon, Haryana, India",302,31,0,52,,,,,,[]
Is there a way to do a true sql type merge of 2 dataframes,"<p>For starter I'll admit that I'm quite new to dataframes/databricks having worked with them for only a few months.</p>

<p>I have two dataframes read from parquet files (full format). In reviewing the documentation it appears that what in pandas is called merge is in fact only a join.</p>

<p>in SQL I would write this step as:</p>

<pre><code> ml_RETURNS_U = sqlContext.sql(""""""
  MERGE INTO U2 as target
    USING U as source
    ON (
        target.ITEMNUMBER = source.ITEMNUMBER
        and target.PRODUCTCOLORID = source.PRODUCTCOLORID
        and target.WEEK_ID = source.WEEK_ID
        )
    WHEN MATCHED THEN
      UPDATE SET target.RETURNSALESQUANTITY = target.RETURNSALESQUANTITY + source.QTY_DELIVERED
    WHEN NOT MATCHED THEN
      INSERT (ITEMNUMBER, PRODUCTCOLORID, WEEK_ID, RETURNSALESQUANTITY)
      VALUES (source.ITEMNUMBER, source.PRODUCTCOLORID, source.WEEK_ID, source.QTY_DELIVERED)
"""""")
</code></pre>

<p>When I run this command I get the following error: u'MERGE destination only supports Delta sources.\n;'</p>

<p>So I have two questions: Is there a way I can preform this operation using pandas or pySpark?</p>

<p>if not, how can I resolve this error?</p>",1,0,2019-01-16 18:32:24.273000 UTC,,,0,pandas|dataframe|pyspark-sql|azure-databricks,843,2016-09-30 22:52:37.447000 UTC,2021-05-04 23:36:42.850000 UTC,"Oregon, United States",57,20,0,28,,,,,,[]
How to execute Intellij Spark Code on Databricks Cluster,"<p>I'm trying to launch my Spark code that i've written in Intellij and run it on Databricks, so I've found that it can be done by <strong>""sbt-databricks""</strong> plugin.</p>

<p>Here is my <em>build.sbt</em> file : </p>

<pre><code>name := ""DatabricksTest""

version := ""1.0""

scalaVersion := ""2.11.8""

libraryDependencies ++= Seq(""org.apache.spark"" %% ""spark-core"" % ""2.4.0"" //% ""provided""
  ,""org.apache.spark"" %% ""spark-sql"" % ""2.4.0"" //% ""provided"",
 )

dbcUsername := ""token""//

dbcPassword := ""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""// 

dbcApiUrl := ""https://westeurope.azuredatabricks.net/api/1.2""//

dbcClusters += ""Cluster1""
</code></pre>

<p>And here is my <em>plugins.sbt</em> file:</p>

<pre><code>addSbtPlugin(""com.databricks"" %% ""sbt-databricks"" % ""0.1.5"")
</code></pre>

<p>When I try to list the clusters using <strong>dbcListClusters</strong> I have the following error </p>

<pre><code>[trace] Stack trace suppressed: run 'last *:dbcFetchClusters' for the full output.
[error] (*:dbcFetchClusters) org.apache.http.client.HttpResponseException: Bad Request
[error] Total time: 3 s, completed 28 mars 2019 16:18:54
</code></pre>

<p>Can you relate to this error ?</p>

<p>Thanks</p>",0,0,2019-03-28 15:34:12.073000 UTC,2.0,,2,scala|apache-spark|intellij-idea|sbt|azure-databricks,687,2016-04-28 20:54:23.423000 UTC,2020-09-10 14:23:37.627000 UTC,,437,11,0,14,,,,,,[]
Having issue susing the MAX command in Databricks,"<p>Just running a simple query</p>
<pre><code>select COL1
from ( 
    select *
    , monotonically_increasing_id() as row_id 
    from db00sparkmigration_landingzone_template.tbl_Ingestion_note_load_errors_pipes 
    ) aa
where row_id &gt; 1 and row_id &lt; max(row_id)
</code></pre>
<p>but getting the following error, any ideas?</p>
<blockquote>
<p>Error in SQL statement: UnsupportedOperationException: Cannot evaluate expression: max(input[1, bigint, false])</p>
</blockquote>",1,0,2020-08-03 10:44:59.403000 UTC,,2020-08-03 10:48:56.810000 UTC,0,sql|window-functions|azure-databricks,18,2019-08-28 12:05:37.513000 UTC,2022-03-04 12:12:43.257000 UTC,"Bournemouth, UK",69,0,0,20,,,,,,[]
Mounting Azure Blob Storage to Azure Databricks without using cluster,"<p>We have a requirement that while  provisioning the Databricks service thru CI/CD pipeline in Azure DevOps we should able to mount a blob storage to DBFS without connecting to a cluster. Is it possible to mount object storage to DBFS cluster by using a bash script from Azure DevOps ?</p>
<p>I looked thru various forums but they all mention about doing this using <strong>dbutils.fs.mount</strong> but the problem is we cannot run this command in Azure DevOps CI/CD pipeline.</p>
<p>Will appreciate any help on this.</p>
<p>Thanks</p>",1,0,2020-08-14 07:36:21.097000 UTC,,2020-08-14 08:16:10.630000 UTC,1,azure-devops|azure-databricks,877,2018-02-20 23:43:12.553000 UTC,2021-03-20 22:40:01.657000 UTC,,11,0,0,11,,,,,,[]
Using AWS Appsync with AWS Neptune,"<p>I'm currently using Aws Appsync, Aws Lambda, and Aws Neptune for an application. My Lambda function uses NodeJS 12. Right now my problem is getting back the appropriate JSON format from Neptune (more specifically gremlin) for my graphql api (appsync) when I do a mutation and eventually a query (I want to make sure the mutations are working first). For example:</p>

<ol>
<li>Here is my type <strong>Post</strong> for my graphql schema with <strong>addPost</strong> mutation right above it:
<a href=""https://i.stack.imgur.com/TDzf7.png"" rel=""noreferrer"">Post schema</a></li>
<li>The <strong>addPost</strong> mutation maps to this resolver: <a href=""https://i.stack.imgur.com/iVQQH.png"" rel=""noreferrer"">Post Mutation Resolver</a></li>
<li>Which then runs this piece of code: <a href=""https://i.stack.imgur.com/Gx9f5.png"" rel=""noreferrer"">Lambda Code</a></li>
</ol>

<p>When I run this test query to add a post, I get the following error with data being <strong>null</strong>: <a href=""https://i.stack.imgur.com/BzwE5.png"" rel=""noreferrer""><strong>addPost</strong> test query and result</a></p>

<p>Does adding a vertex in gremlin return data/an object? If so, how do I get the appropriate JSON format for my appsync graphql api? I've been reading <a href=""http://kelvinlawrence.net/book/Gremlin-Graph-Guide.html#servertweaks"" rel=""noreferrer"">Practical Gremlin</a> and searching the web but no luck. Thank you in advance.</p>",1,0,2020-04-16 21:24:02.850000 UTC,1.0,,6,amazon-web-services|aws-lambda|graphql|aws-appsync|amazon-neptune,963,2017-06-15 00:19:37.513000 UTC,2020-08-28 20:22:40.297000 UTC,,79,1,0,8,,,,,,[]
Getting timeout error while connecting with AWS Neptune database from lambda function,"<p>I am trying to connect with the AWS Neptune database using gremlinpython library from the AWS Lambda function.</p>
<pre><code>from gremlin_python.driver import client

query = &quot;g.V().count()&quot;
uri = &quot;wss://aws-neptune-endpoint:8182/gremlin&quot;
clientt = client.Client(uri, 'g')
response = clientt.submit(query)
if response != None:
   print('Response is OK')
   return response.result()
else:
   print('Response is not good ')
   return None
</code></pre>
<p><strong>Note</strong>: AWS Lambda function is outside of Neptune DB VPC.
but When we are trying the following code, we are able to connect and get results.</p>
<pre><code>from __future__  import print_function  # Python 2/3 compatibility
from gremlin_python.structure.graph import Graph
from gremlin_python.driver.driver_remote_connection import DriverRemoteConnection
from gremlin_python.driver import serializer
from gremlin_python.process.anonymous_traversal import traversal

graph = Graph()

remoteConn = DriverRemoteConnection('wss://aws-neptune-endpoint:8182/gremlin','g',
                                    pool_size=1,
    message_serializer=serializer.GraphSONSerializersV2d0())
g = traversal().withRemote(remoteConn)

print(g.V().hasLabel('Company'))
remoteConn.close()
</code></pre>
<p>Please help, Thanks in Advance</p>",1,6,2022-02-01 13:03:59.690000 UTC,,2022-02-01 14:32:27.640000 UTC,0,amazon-web-services|amazon-neptune|gremlinpython,42,2017-01-03 11:53:12.290000 UTC,2022-03-04 14:49:07.200000 UTC,"Gurugram, Haryana, India",410,57,1,69,,,,,,[]
automating runs in databricks,"<p>I am new to the databricks environment and a bit also not much familiar with the
jargon. Here's my question.</p>

<p>I have a jar file called <code>xx.jar</code> and a property file with several arguments to run the jar file
called <code>pp.properties</code>. The <code>pp.properties</code> have several arguments including path to the all the data
required to run the <code>xx.jar</code>. These data are stored in my azure storage explorer. This is how I
run a job in the databricks.</p>

<ol>
<li>Created the cluster <code>mycluster</code></li>
<li>Create a job and upload <code>xx.jar</code> in the section Task by clicking <code>Set Jar</code>. In the argument
section, I give the path to <code>pp.properties</code>.</li>
<li>Click Run and wait for the job to finish.</li>
</ol>

<p>I often need to multiple iterations by changing the values in the <code>pp.properties</code>, restarting the
cluster and click Run again. I was wondering if there is any way of automating this.
Basically, what I am looking to do is to modify the <code>pp.properties</code>, run the jar and repeat this for
n iterations. Any tutorials will also be much appreciated.</p>",1,2,2019-08-15 09:42:22.927000 UTC,,,0,r|apache-spark|azure-databricks,136,2014-01-23 10:22:40.150000 UTC,2022-03-04 17:07:33.650000 UTC,,2685,227,3,607,,,,,,[]
Issue with parsing CSV file and error handling in PySpark,"<p>I am working with Azure Databricks and PySpark 2.4.3 trying to build a  robust approach to file import from Blob storage to a cluster file. Things <em>mostly</em> work but parsing is not raising errors as I expect. </p>

<p>I have a 7GB csv file that I know has a number records with issues that are causing rows to be skipped (found by reconciling the count of read records in the output parquet file written from the Dataframe versus the source CSV.)   I am attempting to use the badRecordsPath option and there no output is being generated (that I can find.). Can anyone share advice on how to troubleshoot file loading when there is bad data - and to create a robust process that will handle parsing errors not permissively in the future?</p>

<p>One  issue tacked is around embedded newlines where I've found wholeFile and multiline options have helped - but I am now having challenges in getting insight to what records are not being accepted.</p>

<p>The python code that I am using to load the file looks like this.</p>

<pre><code>myDf = spark.read.format(""csv"")\
.option(""inferSchema"", ""true"")\
.option(""header"", ""true"")\
.option(""wholeFile"", ""true"")\
.option(""multiline"",""true"")\
.option(""ignoreLeadingWhiteSpace"", ""true"")\
.option(""ignoreTrailingWhiteSpace"", ""true"")\
.option(""parserLib"",""univocity"")\
.option('quote', '""')\
.option('escape', '""')\
.option(""badRecordsPath"",""/tmp/badRecordsPath"")\
.load(BLOB_FILE_LOCATION)
</code></pre>

<p>What I see is that about a half million records out of more than 10 million records being dropped. I am currently unable to easily tell which ones or know that failures are occurring or what they are (without exporting and comparing data which would be OK for a one-time load - but not acceptable for the production system). I've also tried the other read modes without luck (it always seems to be behaving like DROPMALFORMED is set which is not the case (even trying mode set ""FAILFAST"" in an experiment.)</p>

<p>Many thanks for any insight / advice.</p>",0,3,2019-09-12 20:47:25.307000 UTC,,,1,pyspark|azure-databricks,444,2019-09-12 20:35:44.437000 UTC,2020-07-29 14:24:36.317000 UTC,"Pittsburgh, PA, USA",11,0,0,7,,,,,,[]
Getting vertices and their edges upon a condition,"<p>I have a not so complex set of data, but I am struggling to make a query.</p>
<p>Let's say that I have a main vertex with id 1.
That vertex has edges to vertices 10, 11, and 12. Each of those vertices have edges to 100 and 101.</p>
<p>If I do something like this:</p>
<pre><code>g.V(1).inE('type').project('e', 'v').by().by(outV().valueMap())
</code></pre>
<p>I get a list of vertices: 10, 11 and 12, but I don't get the list of 100 and 101.
I assume that I can do something with coalesce or something, but I can't figure out the proper way of doing this.</p>
<p>Also, down the line I want to filter the 10, 11 and 12 vertices based on one 100 and 101 property. Meaning that if 100 has a property like x = 1 and 101 has a property x = 2, I want to get only the vertices (in the 10-12 set) that point to the vertex that has x = 1.</p>",1,0,2021-07-23 18:24:31.817000 UTC,,,0,gremlin|amazon-neptune,27,2013-07-16 20:58:07.570000 UTC,2022-03-04 01:20:13.760000 UTC,,1005,18,2,53,,,,,,[]
AttributeError: 'GroupedData' object has no attribute 'applyInPandas' in Azure Databricks,"<p>I got stuck with the error while running some jobs on a DBR 6.6 ML cluster on Azure Databricks.
I've gone through the spark Grouped Map documentation and everything seems fine from my end.</p>",1,0,2020-11-26 17:04:56.537000 UTC,,,0,pyspark|azure-databricks,256,2017-04-21 12:26:58.817000 UTC,2022-03-02 22:50:28.417000 UTC,"Lagos, NG",43,14,0,22,,,,,,[]
